speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
142.818045922562,1.28697383226501,51,0,1.22818176889389,4,4.8257,5935.55824405344,180.644417559466,150.574235516381,-173.657742636365,590.436324963639,0,100,0,0,1,0,1.2,1.2,0,0,0,-41.4137385999084,-29.3621280306149,417.399999999999,11517.524254741,
142.92937609161,1.31218073085226,52,0,1.22684854904746,4,4.8257,5940.18515725923,180.598148427408,150.653014617812,-173.928589098768,591.357202935813,0,100,0,0,1,0,1.2,1.2,0,0,0,-42.2258330320191,-29.9376148861814,417.419999999999,11517.2534082786,
143.040498826463,1.33736799534919,53,0,1.22551721930004,4,4.8257,5944.80344944141,180.551965505586,150.73158697519,-174.199141370456,592.27708065955,0,100,0,0,1,0,1.2,1.2,0,0,0,-43.0379274641298,-30.5131017417478,417.439999999999,11516.982856007,
143.151414781705,1.36253569281624,54,0,1.22418777512418,4,4.8257,5949.41314780467,180.505868521953,150.809953386303,-174.469399869504,593.195959556313,0,100,0,0,1,0,1.2,1.2,0,0,0,-43.8500218962404,-31.0885885973143,417.459999999999,11516.7125975079,
143.262124608582,1.38768388995763,55,0,1.22286021201238,4,4.8257,5954.01427941498,180.45985720585,150.888114644544,-174.739365012981,594.113841044136,0,100,0,0,1,0,1.2,1.2,0,0,0,-44.6621163283511,-31.6640754528807,417.479999999999,11516.4426323644,
143.373250997708,1.412812653124,56,0,1.22841069492589,4,4.8257,5958.63272346977,180.413672765302,150.966510200319,-175.010555823784,595.035889800867,0,100,0,0,1,0,1.2,1.2,0,0,0,-45.4742107604618,-32.2395623084472,417.499298245613,11516.3325884776,
143.484170916606,1.43792193937474,57,0,1.22707942691921,4,4.8257,5963.24258656371,180.367574134363,151.044700357696,-175.281452460037,595.956938364125,0,100,0,0,1,0,1.2,1.2,0,0,0,-46.2863051925725,-32.8150491640136,417.518596491227,11516.0616918414,
143.594885014273,1.46301181498263,58,0,1.22575003954108,4,4.8257,5967.84389566924,180.321561043308,151.122685906945,-175.552055338704,596.876988151594,0,100,0,0,1,0,1.2,1.2,0,0,0,-47.0983996246831,-33.3905360195801,417.537894736841,11515.7910889627,
143.705393936407,1.48808234586987,59,0,1.22442252831553,4,4.8257,5972.43667762183,180.275633223782,151.200467634012,-175.822364875753,597.79604057756,0,100,0,0,1,0,1.2,1.2,0,0,0,-47.9104940567938,-33.9660228751465,417.557192982455,11515.5207794256,
143.815698325439,1.51313359761059,60,0,1.22309688878617,4,4.8257,5977.020959121,180.22979040879,151.278046320537,-176.092381486152,598.714097052918,0,100,0,0,1,0,1.2,1.2,0,0,0,-48.7225884889045,-34.541509730713,417.576491228069,11515.2507628152,
143.925798820547,1.53816563543343,61,0,1.22177311651602,4,4.8257,5981.59676673128,180.184032332687,151.3554227439,-176.362105583879,599.63115898519,0,100,0,0,1,0,1.2,1.2,0,0,0,-49.5346829210151,-35.1169965862794,417.595789473683,11514.9810387175,
144.035696057689,1.56317852422405,62,0,1.22045120708742,4,4.8257,5986.16412688317,180.138358731168,151.43259767724,-176.631537581924,600.547227778543,0,100,0,0,1,0,1.2,1.2,0,0,0,-50.3467773531258,-35.6924834418459,417.615087719297,11514.7116067195,
144.145390669619,1.58817232852766,63,0,1.2191311561019,4,4.8257,5990.72306587412,180.092769341259,151.509571889494,-176.900677892294,601.462304833799,0,100,0,0,1,0,1.2,1.2,0,0,0,-51.1588717852365,-36.2679702974123,417.634385964911,11514.4424664091,
144.254883285912,1.61314711255146,64,0,1.21781295918001,4,4.8257,5995.27360986947,180.047263901305,151.586346145426,-177.169526926015,602.376391548451,0,100,0,0,1,0,1.2,1.2,0,0,0,-51.9709662173472,-36.8434571529788,417.653684210525,11514.1736173754,
144.364174532987,1.63810294016712,65,0,1.21649661196123,4,4.8257,5999.81578490337,180.001842150966,151.662921205654,-177.438085093141,603.289489316681,0,100,0,0,1,0,1.2,1.2,0,0,0,-52.7830606494578,-37.4189440085452,417.672982456139,11513.9050592083,
144.473265034131,1.66303987491319,66,0,1.21518211010383,4,4.8257,6004.34961687976,179.930406129924,151.717292248768,-177.706352802755,604.201599529368,0,100,0,0,1,0,1.2,1.2,0,0,0,-53.5951550815685,-37.9944308641116,417.692280701753,11513.6367914986,
144.582126791728,1.68795797999755,67,0,1.21355042881367,4,4.8257,6008.8739422099,179.858016924642,151.770527878253,-177.974260008481,605.112484028835,0,100,0,0,1,0,1.2,1.2,0,0,0,-54.4072495136792,-38.5699177196781,417.711578947367,11513.3688842929,
144.690759369751,1.71285732322816,68,0,1.2119081149299,4,4.8257,6013.38874277235,179.785780115642,151.823559738412,-178.241804364001,606.022134837605,0,100,0,0,1,0,1.2,1.2,0,0,0,-55.2193439457898,-39.1454045752445,417.730877192982,11513.1013399374,
144.799163543508,1.73773797224598,69,0,1.21026868979426,4,4.8257,6017.89405078911,179.713695187374,151.876388786485,-178.508986509132,606.930554131048,0,100,0,0,1,0,1.2,1.2,0,0,0,-56.0314383779005,-39.720891430811,417.750175438596,11512.8341577923,
144.907340084171,1.7625999943178,70,0,1.20863214529571,4,4.8257,6022.38989831032,179.641761627035,151.929015973879,-178.775807081879,607.837744078389,0,100,0,0,1,0,1.2,1.2,0,0,0,-56.8435328100112,-40.2963782863774,417.76947368421,11512.5673372195,
145.015289758809,1.78744345633918,71,0,1.20699847336196,4,4.8257,6026.8763172156,179.56997892455,151.981442246206,-179.042266718454,608.743706842743,0,100,0,0,1,0,1.2,1.2,0,0,0,-57.6556272421219,-40.8718651419439,417.788771929824,11512.3008775829,
145.123013330419,1.81226842483724,72,0,1.20536766595914,4,4.8257,6031.35333921528,179.498346572556,152.033668543336,-179.308366053277,609.64844458114,0,100,0,0,1,0,1.2,1.2,0,0,0,-58.4677216742325,-41.4473519975103,417.808070175438,11512.0347782481,
145.230511557954,1.83707496597351,73,0,1.20373971509155,4,4.8257,6035.82099585171,179.426864066373,152.085695799438,-179.574105718987,610.551959444556,0,100,0,0,1,0,1.2,1.2,0,0,0,-59.2798161063432,-42.0228388530768,417.827368421052,11511.7690385824,
145.337785196357,1.86186314554667,74,0,1.20211461280139,4,4.8257,6040.27931850049,179.355530903992,152.137524943028,-179.839486346453,611.45425357794,0,100,0,0,1,0,1.2,1.2,0,0,0,-60.0919105384539,-42.5983257086432,417.846666666666,11511.5036579549,
145.444834996587,1.88663302899533,75,0,1.20049235116846,4,4.8257,6044.72833837171,179.284346586053,152.189156897007,-180.104508564778,612.355329120247,0,100,0,0,1,0,1.2,1.2,0,0,0,-60.9040049705646,-43.1738125642097,417.86596491228,11511.2386357366,
145.551661705652,1.91138468140075,76,0,1.19887292230995,4,4.8257,6049.16808651123,179.21331061582,152.240592578715,-180.369173001312,613.255188204461,0,100,0,0,1,0,1.2,1.2,0,0,0,-61.7160994026752,-43.7492994197761,417.885263157894,11510.9739713001,
145.658266066635,1.93611816748956,77,0,1.19725631838011,4,4.8257,6053.59859380182,179.142422499171,152.291832899964,-180.633480281655,614.153832957629,0,100,0,0,1,0,1.2,1.2,0,0,0,-62.5281938347859,-44.3247862753425,417.904561403508,11510.7096640197,
145.764648818727,1.9608335516364,78,0,1.19564253157004,4,4.8257,6058.01989096442,179.071681744569,152.342878767089,-180.897431029671,615.051265500883,0,100,0,0,1,0,1.2,1.2,0,0,0,-63.3402882668966,-44.900273130909,417.923859649122,11510.4457132717,
145.870810697253,1.98553089786661,79,0,1.19403155410738,4,4.8257,6062.43200855934,179.001087863051,152.393731080985,-181.161025867492,615.947487949474,0,100,0,0,1,0,1.2,1.2,0,0,0,-64.1523826990072,-45.4757599864754,417.943157894736,11510.1821184339,
145.9767524337,2.0102102698588,80,0,1.19242337825613,4,4.8257,6066.83497698742,178.930640368201,152.444390737154,-181.424265415528,616.842502412795,0,100,0,0,1,0,1.2,1.2,0,0,0,-64.9644771311179,-46.0512468420419,417.96245614035,11509.9188788859,
146.082474755748,2.03487173094751,81,0,1.1908179963163,4,4.8257,6071.22882649122,178.86033877614,152.494858625742,-181.687150292474,617.736310994411,0,100,0,0,1,0,1.2,1.2,0,0,0,-65.7765715632286,-46.6267336976083,417.981754385964,11509.6559940089,
146.187978387294,2.05951534412574,82,0,1.18921540062373,4,4.8257,6075.61358715617,178.790182605501,152.545135631585,-181.949681115319,618.628915792085,0,100,0,0,1,0,1.2,1.2,0,0,0,-66.5886659953392,-47.2022205531748,418.001052631578,11509.3934631861,
146.293264048486,2.08414117204754,83,0,1.18761558354982,4,4.8257,6079.98928891172,178.720171377413,152.595222634246,-182.211858499355,619.520318897807,0,100,0,0,1,0,1.2,1.2,0,0,0,-67.4007604274499,-47.7777074087412,418.020350877192,11509.131285802,
146.398332455743,2.10874927703046,84,0,1.18601853750126,4,4.8257,6084.35596153251,178.65030461548,152.645120508058,-182.473683058182,620.410522397819,0,100,0,0,1,0,1.2,1.2,0,0,0,-68.2128548595606,-48.3531942643077,418.039649122806,11508.8694612432,
