#time,V_x,k,SlipAngle,LateralForce,DynamicS,AbsVy,
1,1.0,100040,0.0009999996666668668,1000.0,9.996004931359898e-06,0.001
2,1.0,100040,0.0019999973333397333,1000.0,9.996014927348173e-06,0.002
3,1.0,100040,0.0029999910000485996,1000.0,9.996031587293083e-06,0.003
4,1.0,100040,0.003999978666871465,1000.0,9.996054911141322e-06,0.004
5,1.0,100040,0.0049999583339583225,1000.0,9.996084898818258e-06,0.005
6,1.0,100040,0.00599992800155516,1000.0,9.99612155022793e-06,0.006
7,1.0,100040,0.006999885670027949,1000.0,9.996164865253064e-06,0.007
8,1.0,100040,0.007999829339886634,1000.0,9.996214843755063e-06,0.008
9,1.0,100040,0.008999757011809117,1000.0,9.996271485574017e-06,0.009
10,1.0,100040,0.009999666686665238,1000.0,9.9963347905287e-06,0.01
11,1.0,100040,0.01099955636554075,1000.0,9.99640475841657e-06,0.011
12,1.0,100040,0.011999424049761282,1000.0,9.996481389013786e-06,0.012
13,1.0,100040,0.012999267740916302,1000.0,9.996564682075195e-06,0.013
14,1.0,100040,0.013999085440883076,1000.0,9.99665463733435e-06,0.014
15,1.0,100040,0.014998875151850595,1000.0,9.996751254503502e-06,0.015
16,1.0,100040,0.015998634876343527,1000.0,9.996854533273612e-06,0.016
17,1.0,100040,0.01699836261724613,1000.0,9.996964473314355e-06,0.017
18,1.0,100040,0.01799805637782616,1000.0,9.997081074274123e-06,0.018
19,1.0,100040,0.018997714161758807,1000.0,9.997204335780033e-06,0.019
20,1.0,100040,0.019997333973150535,1000.0,9.997334257437927e-06,0.02
21,1.0,100040,0.02099691381656299,1000.0,9.997470838832391e-06,0.021
22,1.0,100040,0.021996451697036862,1000.0,9.997614079526742e-06,0.022
23,1.0,100040,0.02299594562011573,1000.0,9.997763979063054e-06,0.023
24,1.0,100040,0.023995393591869883,1000.0,9.99792053696216e-06,0.024
25,1.0,100040,0.02499479361892016,1000.0,9.998083752723649e-06,0.025
26,1.0,100040,0.025994143708461735,1000.0,9.998253625825884e-06,0.026
27,1.0,100040,0.02699344186828791,1000.0,9.99843015572601e-06,0.027
28,1.0,100040,0.02799268610681388,1000.0,9.998613341859958e-06,0.028
29,1.0,100040,0.028991874433100476,1000.0,9.998803183642458e-06,0.029
