#Bump,Camber,Caster,Toe,SteerAngle,SteerRack 
0.0,0.0,0.0,0.0,nan,0.0
0.0,-1.6507920925792828e-05,1.0818170400694408e-06,-1.179629300859512e-06,-8.955029821124093e-07,0.0
0.0,-3.233726137647221e-05,1.446262306101753e-06,3.0630411083384244e-07,-1.1103343258210706e-06,0.0
0.0,-4.172457019025478e-05,2.5953581568634468e-06,-2.872579660430178e-05,-2.187247473564949e-06,0.0
0.0,-0.00011700755226996126,-1.2153404161185235e-06,0.00014213623210245253,2.1524388084330537e-06,0.0
0.0,0.00025843177966179324,2.7886969813390582e-05,-0.0010579608392423472,-2.9562900384329715e-05,0.0
0.0,-0.0024281788390995572,-0.0001582319628918216,0.007052357239092127,0.0001747978376252819,0.0
0.0,0.00010343931166345962,-0.0002835460306644571,0.0017340389473325776,0.00028042623941602587,0.0
0.0,-0.002406485199648418,-0.00047953333704808424,0.009850961571859272,0.0004942238776428564,0.0
0.0,0.0002675763624942009,-0.00062735867468939,0.004468708882698605,0.0006228505434427328,0.0
0.0,-0.002143457946031945,-0.0008175064716687461,0.012465613126720966,0.0008303765666293504,0.0
0.0,0.0005962054402583312,-0.0009613406687508032,0.006932414165175326,0.0009553526007424118,0.0
0.0,-0.0017874428376591302,-0.0011258179973685403,0.014745704621246794,0.0011368538456828228,0.0
0.0,0.0009577563461617992,-0.001249728064249062,0.009014846670387846,0.0012422801595461802,0.0
0.0,-0.001445211790137823,-0.0013794100235954778,0.016613148901251946,0.0013887872971508754,0.0
0.0,0.0012705364115229776,-0.0014759674823248922,0.010665016221778139,0.001467270032219111,0.0
0.0,-0.0011749347440910018,-0.0015690206706437523,0.0180407219345225,0.0015770811991167237,0.0
0.0,0.0014965592240894514,-0.0016366541138629314,0.011876380936789813,0.0016270439419732046,0.0
0.0,-0.00099765849436597,-0.0016957982647932005,0.019039880630937492,0.0017029700164674067,0.0
0.0,0.0016282376708631901,-0.0017365396895319843,0.01267576611680435,0.0017263941453978307,0.0
0.0,-0.0009106204538592362,-0.0017669577716722153,0.019650237527491548,0.0017736717722495463,0.0
0.0,0.001675948952237249,-0.0017847665435289472,0.013113196914280775,0.0017744335597627008,0.0
0.0,-0.0008983019352539909,-0.0017926459537884847,0.01992978602418135,0.001799274072339904,0.0
0.0,0.001658527376093363,-0.0017922683053076542,0.013252564662598606,0.0017820252106404036,0.0
0.0,-0.0009403134645431426,-0.0017838560104359782,0.019946132612138814,0.0017906787619010856,0.0
0.0,0.0015968760980282512,-0.0017701044421370347,0.013163496372265042,0.0017601432578897562,0.0
0.0,-0.001016368760100806,-0.001751139441371053,0.019769106378036312,0.001758339525395151,0.0
0.0,0.0015101995996367763,-0.0017284673939845802,0.01291474399797819,0.0017188983157782653,0.0
0.0,-0.0011089862750817431,-0.0017038728000443178,0.019464986214171514,0.001711544862360374,0.0
0.0,0.0014141680287405533,-0.0016761431199911136,0.012569251666786753,0.0016670078737908783,0.0
0.0,-0.001204604260222751,-0.0016498906173162196,0.01909241738205435,0.0016580587925655503,0.0
0.0,0.001320361561399396,-0.00162026815468666,0.012180888124163675,0.001611557064580988,0.0
0.0,-0.0012937007265710525,-0.001595355649474982,0.018699930475791108,0.0016039931414764234,0.0
0.0,0.0012364692942796788,-0.0015662805591173264,0.011792696328776418,0.0015579494729774774,0.0
0.0,-0.0013703683702526274,-0.001544784244630607,0.018324865716452393,0.00155383159379276,0.0
0.0,0.0011668655994492305,-0.0015179995574114602,0.011436421609178874,0.001509984581648182,0.0
0.0,-0.0014316501324272654,-0.0015011741282353695,0.017993433726194198,0.0015105545266750943,0.0
0.0,0.0011133200657007945,-0.0014777903421158418,0.011133031514640434,0.0014700195512415233,0.0
0.0,-0.0014768234508727265,-0.0014661981254923242,0.01772161821992223,0.00147582924740689,0.0
0.0,0.0010756995500186208,-0.0014467819851639717,0.010893931247156506,0.0014391840049687108,0.0
0.0,-0.0015067353300010934,-0.0014404357825561387,0.017516632286040165,0.0014502382419385247,0.0
0.0,0.0010525906975955852,-0.0014251125783097212,0.010722599846634602,0.001417622342213465,0.0
0.0,-0.0015232344357629995,-0.001423619878349782,0.017378670718371892,0.0014335227496670693,0.0
0.0,0.0010418156554669728,-0.0014121800102815418,0.0106164090867257,0.001404742165245288,0.0
0.0,-0.001528713109464257,-0.0014148787759960904,0.01730274318258387,0.0014248227274075201,0.0
