#time,V_x,k,SlipAngle,LateralForce,DynamicS,AbsVy,
504,[1.07966857e-14],10000,[0.],0.0,[0.]
505,[8.69800838e-15],10000,[0.],0.0,[0.]
506,[7.38853878e-15],10000,[0.],0.0,[0.]
507,[5.64424605e-15],10000,[0.],0.0,[0.]
508,[4.90642494e-15],10000,[0.],0.0,[0.]
509,[3.96361007e-15],10000,[0.],0.0,[0.]
510,[3.24330135e-15],10000,[0.],0.0,[0.]
511,[2.67591092e-15],10000,[0.],0.0,[0.]
512,[2.25397663e-15],10000,[0.],0.0,[0.]
513,[1.73767268e-15],10000,[0.],0.0,[0.]
514,[1.53655655e-15],10000,[0.],0.0,[0.]
515,[1.15384221e-15],10000,[0.],0.0,[0.]
516,[1.16758777e-15],10000,[0.],0.0,[0.]
517,[1.04197579e-15],10000,[0.],0.0,[0.]
518,[9.56633523e-16],10000,[0.],0.0,[0.]
519,[7.25111118e-16],10000,[0.],0.0,[0.]
520,[4.39593945e-16],10000,[0.],0.0,[0.]
521,[5.56701219e-16],10000,[0.],0.0,[0.]
522,[5.05626441e-16],10000,[0.],0.0,[0.]
523,[2.6853837e-16],10000,[0.],0.0,[0.]
524,[7.89939229e-17],10000,[0.],0.0,[0.]
525,[2.16394415e-16],10000,[0.],0.0,[0.]
526,[1.48833279e-16],10000,[0.],0.0,[0.]
527,[2.15842594e-16],10000,[0.],0.0,[0.]
528,[2.27427479e-16],10000,[0.],0.0,[0.]
529,[2.23224964e-16],10000,[0.],0.0,[0.]
530,[2.85714123e-16],10000,[0.],0.0,[0.]
531,[1.75369486e-16],10000,[0.],0.0,[0.]
532,[2.20563725e-16],10000,[0.],0.0,[0.]
533,[1.62599521e-16],10000,[0.],0.0,[0.]
534,[1.24424048e-16],10000,[0.],0.0,[0.]
535,[2.40400391e-16],10000,[0.],0.0,[0.]
536,[1.85795675e-16],10000,[0.],0.0,[0.]
537,[2.07392503e-16],10000,[0.],0.0,[0.]
538,[3.76523573e-16],10000,[0.],0.0,[0.]
539,[1.03366547e-16],10000,[0.],0.0,[0.]
540,[2.15865276e-16],10000,[0.],0.0,[0.]
541,[2.08126858e-16],10000,[0.],0.0,[0.]
542,[2.11984072e-16],10000,[0.],0.0,[0.]
543,[2.25858968e-16],10000,[0.],0.0,[0.]
544,[3.14428191e-16],10000,[0.],0.0,[0.]
545,[1.60574186e-16],10000,[0.],0.0,[0.]
546,[3.20296486e-16],10000,[0.],0.0,[0.]
547,[2.82787284e-16],10000,[0.],0.0,[0.]
548,[2.24122237e-16],10000,[0.],0.0,[0.]
549,[1.22384532e-16],10000,[0.],0.0,[0.]
550,[2.11119428e-16],10000,[0.],0.0,[0.]
551,[2.04577329e-16],10000,[0.],0.0,[0.]
552,[2.82376214e-16],10000,[0.],0.0,[0.]
553,[2.2471476e-16],10000,[0.],0.0,[0.]
554,[2.56445174e-16],10000,[0.],0.0,[0.]
555,[1.70685419e-16],10000,[0.],0.0,[0.]
556,[1.87734567e-16],10000,[0.],0.0,[0.]
557,[3.34690765e-16],10000,[0.],0.0,[0.]
558,[1.01990825e-16],10000,[0.],0.0,[0.]
559,[8.85098133e-18],10000,[0.],0.0,[0.]
560,[-3.68495353e-17],10000,[-0.],0.0,[0.]
561,[-1.37564497e-16],10000,[-0.],0.0,[0.]
562,[-4.95615691e-17],10000,[-0.],0.0,[0.]
563,[-2.29968821e-18],10000,[-0.],0.0,[0.]
564,[-2.60062551e-17],10000,[-0.],0.0,[0.]
565,[-7.63206585e-17],10000,[-0.],0.0,[0.]
566,[4.82724522e-17],10000,[0.],0.0,[0.]
567,[-1.40498415e-16],10000,[-0.],0.0,[0.]
568,[-2.75969642e-17],10000,[-0.],0.0,[0.]
569,[-1.59521268e-17],10000,[-0.],0.0,[0.]
570,[-3.58107435e-17],10000,[-0.],0.0,[0.]
571,[-4.80207264e-17],10000,[-0.],0.0,[0.]
572,[-1.45483652e-17],10000,[-0.],0.0,[0.]
573,[-2.9399748e-17],10000,[-0.],0.0,[0.]
574,[-5.78119563e-17],10000,[-0.],0.0,[0.]
575,[-1.0911535e-16],10000,[-0.],0.0,[0.]
576,[1.73105009e-17],10000,[0.],0.0,[0.]
577,[-7.36600353e-17],10000,[-0.],0.0,[0.]
578,[-3.73812025e-18],10000,[-0.],0.0,[0.]
579,[1.24418695e-16],10000,[0.],0.0,[0.]
580,[-1.40842214e-16],10000,[-0.],0.0,[0.]
581,[-1.00204228e-16],10000,[-0.],0.0,[0.]
582,[-8.60350194e-17],10000,[-0.],0.0,[0.]
583,[5.30844493e-17],10000,[0.],0.0,[0.]
584,[-8.28137787e-17],10000,[-0.],0.0,[0.]
585,[-4.36977466e-17],10000,[-0.],0.0,[0.]
586,[4.87091146e-18],10000,[0.],0.0,[0.]
587,[-4.95027769e-17],10000,[-0.],0.0,[0.]
588,[-4.59874776e-17],10000,[-0.],0.0,[0.]
589,[9.62833513e-19],10000,[0.],0.0,[0.]
590,[-9.75561426e-17],10000,[-0.],0.0,[0.]
591,[2.29465229e-17],10000,[0.],0.0,[0.]
592,[7.1875113e-17],10000,[0.],0.0,[0.]
593,[-4.47190626e-17],10000,[-0.],0.0,[0.]
594,[-3.81001186e-17],10000,[-0.],0.0,[0.]
595,[-1.49231394e-16],10000,[-0.],0.0,[0.]
596,[-2.19494438e-17],10000,[-0.],0.0,[0.]
597,[3.5991597e-17],10000,[0.],0.0,[0.]
598,[-1.97009492e-17],10000,[-0.],0.0,[0.]
599,[-6.9925023e-17],10000,[-0.],0.0,[0.]
600,[1.15386085e-16],10000,[0.],0.0,[0.]
601,[-6.40513605e-17],10000,[-0.],0.0,[0.]
602,[-4.54190221e-17],10000,[-0.],0.0,[0.]
603,[7.54382978e-17],10000,[0.],0.0,[0.]
604,[8.57429453e-18],10000,[0.],0.0,[0.]
605,[2.17827115e-17],10000,[0.],0.0,[0.]
606,[-5.42479911e-17],10000,[-0.],0.0,[0.]
607,[-2.22804879e-17],10000,[-0.],0.0,[0.]
608,[-6.18921568e-17],10000,[-0.],0.0,[0.]
609,[-6.57240477e-17],10000,[-0.],0.0,[0.]
610,[1.65169947e-17],10000,[0.],0.0,[0.]
611,[-4.2434017e-17],10000,[-0.],0.0,[0.]
612,[8.03996339e-17],10000,[0.],0.0,[0.]
613,[1.42114188e-16],10000,[0.],0.0,[0.]
614,[4.72896921e-17],10000,[0.],0.0,[0.]
615,[1.25713754e-16],10000,[0.],0.0,[0.]
616,[-5.02884433e-17],10000,[-0.],0.0,[0.]
617,[2.3926225e-17],10000,[0.],0.0,[0.]
618,[3.06336628e-17],10000,[0.],0.0,[0.]
619,[-1.07603126e-16],10000,[-0.],0.0,[0.]
620,[1.25727427e-16],10000,[0.],0.0,[0.]
621,[9.94685351e-17],10000,[0.],0.0,[0.]
622,[5.2896846e-17],10000,[0.],0.0,[0.]
623,[-1.3262394e-16],10000,[-0.],0.0,[0.]
624,[-7.84495051e-17],10000,[-0.],0.0,[0.]
625,[6.58179113e-17],10000,[0.],0.0,[0.]
626,[-1.58330541e-16],10000,[-0.],0.0,[0.]
627,[5.62411827e-17],10000,[0.],0.0,[0.]
628,[-5.00432313e-17],10000,[-0.],0.0,[0.]
629,[-2.2545215e-17],10000,[-0.],0.0,[0.]
630,[6.85134058e-17],10000,[0.],0.0,[0.]
631,[9.99968217e-17],10000,[0.],0.0,[0.]
632,[-3.20077666e-17],10000,[-0.],0.0,[0.]
633,[1.0500663e-17],10000,[0.],0.0,[0.]
634,[6.59602647e-17],10000,[0.],0.0,[0.]
635,[-1.82459227e-17],10000,[-0.],0.0,[0.]
636,[5.53678543e-17],10000,[0.],0.0,[0.]
637,[3.63713898e-17],10000,[0.],0.0,[0.]
638,[-2.99474513e-17],10000,[-0.],0.0,[0.]
639,[8.96904016e-17],10000,[0.],0.0,[0.]
640,[5.37883544e-17],10000,[0.],0.0,[0.]
641,[2.44739577e-17],10000,[0.],0.0,[0.]
642,[-7.8095333e-17],10000,[-0.],0.0,[0.]
643,[5.97512347e-17],10000,[0.],0.0,[0.]
644,[-4.32531602e-18],10000,[-0.],0.0,[0.]
645,[-7.77280693e-17],10000,[-0.],0.0,[0.]
646,[-4.83915123e-17],10000,[-0.],0.0,[0.]
647,[4.19099506e-17],10000,[0.],0.0,[0.]
648,[-4.17717975e-18],10000,[-0.],0.0,[0.]
649,[1.56915335e-16],10000,[0.],0.0,[0.]
650,[-1.82274403e-17],10000,[-0.],0.0,[0.]
651,[6.20100146e-17],10000,[0.],0.0,[0.]
652,[-2.44093728e-17],10000,[-0.],0.0,[0.]
653,[8.66199038e-18],10000,[0.],0.0,[0.]
654,[-2.2906377e-17],10000,[-0.],0.0,[0.]
655,[1.25574009e-17],10000,[0.],0.0,[0.]
656,[-1.16045925e-16],10000,[-0.],0.0,[0.]
657,[-8.8280443e-17],10000,[-0.],0.0,[0.]
658,[-6.36036146e-18],10000,[-0.],0.0,[0.]
659,[-9.99382807e-17],10000,[-0.],0.0,[0.]
660,[-1.57369358e-16],10000,[-0.],0.0,[0.]
661,[1.19626285e-16],10000,[0.],0.0,[0.]
662,[-1.97208459e-17],10000,[-0.],0.0,[0.]
663,[-1.08098816e-16],10000,[-0.],0.0,[0.]
664,[-7.19704883e-17],10000,[-0.],0.0,[0.]
665,[-4.53604306e-17],10000,[-0.],0.0,[0.]
666,[-6.65259312e-17],10000,[-0.],0.0,[0.]
667,[8.42965729e-17],10000,[0.],0.0,[0.]
668,[-1.77577965e-18],10000,[-0.],0.0,[0.]
669,[1.63595982e-17],10000,[0.],0.0,[0.]
670,[-5.26948228e-17],10000,[-0.],0.0,[0.]
671,[3.51762937e-17],10000,[0.],0.0,[0.]
672,[8.52475749e-17],10000,[0.],0.0,[0.]
673,[-6.40753733e-17],10000,[-0.],0.0,[0.]
674,[-1.05754227e-16],10000,[-0.],0.0,[0.]
675,[7.80194422e-18],10000,[0.],0.0,[0.]
676,[-1.61248055e-16],10000,[-0.],0.0,[0.]
677,[-1.36232412e-16],10000,[-0.],0.0,[0.]
678,[-4.75460982e-17],10000,[-0.],0.0,[0.]
679,[1.26400014e-16],10000,[0.],0.0,[0.]
680,[9.83468849e-17],10000,[0.],0.0,[0.]
681,[1.96984725e-17],10000,[0.],0.0,[0.]
682,[-8.26886355e-17],10000,[-0.],0.0,[0.]
683,[-1.09958505e-16],10000,[-0.],0.0,[0.]
684,[3.96583367e-18],10000,[0.],0.0,[0.]
685,[1.83174964e-17],10000,[0.],0.0,[0.]
686,[-2.78133188e-17],10000,[-0.],0.0,[0.]
687,[-1.08088405e-16],10000,[-0.],0.0,[0.]
688,[5.30440766e-17],10000,[0.],0.0,[0.]
689,[-3.63681383e-17],10000,[-0.],0.0,[0.]
690,[-2.11060046e-17],10000,[-0.],0.0,[0.]
691,[7.26633547e-17],10000,[0.],0.0,[0.]
692,[-9.47095845e-17],10000,[-0.],0.0,[0.]
693,[-3.97547587e-17],10000,[-0.],0.0,[0.]
694,[-3.51285925e-17],10000,[-0.],0.0,[0.]
695,[1.34030449e-17],10000,[0.],0.0,[0.]
696,[-1.06584859e-16],10000,[-0.],0.0,[0.]
697,[3.42933415e-17],10000,[0.],0.0,[0.]
698,[-3.16753156e-17],10000,[-0.],0.0,[0.]
699,[-4.02236386e-17],10000,[-0.],0.0,[0.]
700,[2.98035803e-18],10000,[0.],0.0,[0.]
701,[-1.24151993e-16],10000,[-0.],0.0,[0.]
702,[-7.70194969e-18],10000,[-0.],0.0,[0.]
703,[1.26376721e-18],10000,[0.],0.0,[0.]
704,[-9.57604168e-17],10000,[-0.],0.0,[0.]
705,[-2.11416886e-17],10000,[-0.],0.0,[0.]
706,[4.38905961e-17],10000,[0.],0.0,[0.]
707,[8.05902252e-19],10000,[0.],0.0,[0.]
708,[-1.83723207e-16],10000,[-0.],0.0,[0.]
709,[-2.19500149e-17],10000,[-0.],0.0,[0.]
710,[3.02076417e-17],10000,[0.],0.0,[0.]
711,[-1.24191368e-16],10000,[-0.],0.0,[0.]
712,[-2.455391e-17],10000,[-0.],0.0,[0.]
713,[4.96055193e-17],10000,[0.],0.0,[0.]
714,[-4.96148099e-17],10000,[-0.],0.0,[0.]
715,[-1.50087831e-16],10000,[-0.],0.0,[0.]
716,[3.9819625e-17],10000,[0.],0.0,[0.]
717,[-3.29556533e-19],10000,[-0.],0.0,[0.]
718,[-1.10872783e-16],10000,[-0.],0.0,[0.]
719,[2.64441153e-17],10000,[0.],0.0,[0.]
720,[-1.72286088e-17],10000,[-0.],0.0,[0.]
721,[-1.04748104e-16],10000,[-0.],0.0,[0.]
722,[3.23788717e-17],10000,[0.],0.0,[0.]
723,[1.26624148e-16],10000,[0.],0.0,[0.]
724,[2.10364971e-18],10000,[0.],0.0,[0.]
725,[1.36617203e-17],10000,[0.],0.0,[0.]
726,[1.09589162e-16],10000,[0.],0.0,[0.]
727,[3.49940285e-17],10000,[0.],0.0,[0.]
728,[-7.13835799e-17],10000,[-0.],0.0,[0.]
729,[7.5168969e-17],10000,[0.],0.0,[0.]
730,[-6.88290566e-18],10000,[-0.],0.0,[0.]
731,[1.04751858e-17],10000,[0.],0.0,[0.]
732,[2.74070965e-17],10000,[0.],0.0,[0.]
733,[2.74381109e-17],10000,[0.],0.0,[0.]
734,[-2.01587963e-17],10000,[-0.],0.0,[0.]
735,[-1.02902059e-16],10000,[-0.],0.0,[0.]
736,[4.80526501e-17],10000,[0.],0.0,[0.]
737,[-5.04188631e-18],10000,[-0.],0.0,[0.]
738,[4.83131773e-17],10000,[0.],0.0,[0.]
739,[-3.11881851e-17],10000,[-0.],0.0,[0.]
740,[3.69854633e-17],10000,[0.],0.0,[0.]
741,[-5.341001e-17],10000,[-0.],0.0,[0.]
742,[1.05900646e-16],10000,[0.],0.0,[0.]
743,[1.35553614e-16],10000,[0.],0.0,[0.]
744,[-4.86490745e-17],10000,[-0.],0.0,[0.]
745,[-9.72205244e-19],10000,[-0.],0.0,[0.]
746,[-1.52088055e-16],10000,[-0.],0.0,[0.]
747,[6.87704098e-17],10000,[0.],0.0,[0.]
748,[-5.91873128e-17],10000,[-0.],0.0,[0.]
749,[3.21649395e-17],10000,[0.],0.0,[0.]
750,[-6.89367728e-18],10000,[-0.],0.0,[0.]
751,[-1.76250242e-16],10000,[-0.],0.0,[0.]
752,[1.55386598e-16],10000,[0.],0.0,[0.]
753,[-1.00491393e-16],10000,[-0.],0.0,[0.]
754,[-7.08822224e-18],10000,[-0.],0.0,[0.]
755,[-1.5296155e-17],10000,[-0.],0.0,[0.]
756,[-4.7494109e-17],10000,[-0.],0.0,[0.]
757,[1.06775825e-16],10000,[0.],0.0,[0.]
758,[-2.00257941e-17],10000,[-0.],0.0,[0.]
759,[-1.61283813e-16],10000,[-0.],0.0,[0.]
760,[-5.67151679e-17],10000,[-0.],0.0,[0.]
761,[-2.46969719e-17],10000,[-0.],0.0,[0.]
762,[4.84957576e-17],10000,[0.],0.0,[0.]
763,[3.87057967e-17],10000,[0.],0.0,[0.]
764,[2.19699684e-17],10000,[0.],0.0,[0.]
765,[-1.39968146e-16],10000,[-0.],0.0,[0.]
766,[-2.28221685e-17],10000,[-0.],0.0,[0.]
767,[-2.62214629e-17],10000,[-0.],0.0,[0.]
768,[-5.14803562e-17],10000,[-0.],0.0,[0.]
769,[2.44605344e-17],10000,[0.],0.0,[0.]
770,[1.09519298e-17],10000,[0.],0.0,[0.]
771,[7.0886432e-17],10000,[0.],0.0,[0.]
772,[2.54184989e-17],10000,[0.],0.0,[0.]
773,[1.48561338e-17],10000,[0.],0.0,[0.]
774,[-3.17601586e-17],10000,[-0.],0.0,[0.]
775,[-1.61096215e-16],10000,[-0.],0.0,[0.]
776,[-5.0305703e-17],10000,[-0.],0.0,[0.]
777,[2.77032132e-17],10000,[0.],0.0,[0.]
778,[6.39291852e-17],10000,[0.],0.0,[0.]
779,[1.44462453e-17],10000,[0.],0.0,[0.]
780,[-1.4707758e-16],10000,[-0.],0.0,[0.]
781,[6.9244403e-18],10000,[0.],0.0,[0.]
782,[-4.83052594e-17],10000,[-0.],0.0,[0.]
783,[6.25417314e-17],10000,[0.],0.0,[0.]
784,[-5.12785908e-17],10000,[-0.],0.0,[0.]
785,[1.24489667e-17],10000,[0.],0.0,[0.]
786,[-7.19308901e-17],10000,[-0.],0.0,[0.]
787,[-4.87393189e-17],10000,[-0.],0.0,[0.]
788,[-6.96760132e-17],10000,[-0.],0.0,[0.]
789,[3.57570203e-17],10000,[0.],0.0,[0.]
790,[-1.44068279e-17],10000,[-0.],0.0,[0.]
791,[-1.63541124e-16],10000,[-0.],0.0,[0.]
792,[-1.72838089e-17],10000,[-0.],0.0,[0.]
793,[-6.63634575e-17],10000,[-0.],0.0,[0.]
794,[-2.46477126e-17],10000,[-0.],0.0,[0.]
795,[-1.72387086e-16],10000,[-0.],0.0,[0.]
796,[3.63188078e-17],10000,[0.],0.0,[0.]
797,[-2.42444973e-17],10000,[-0.],0.0,[0.]
798,[-1.6271916e-16],10000,[-0.],0.0,[0.]
799,[5.51889905e-17],10000,[0.],0.0,[0.]
800,[2.15089995e-17],10000,[0.],0.0,[0.]
801,[2.26341965e-17],10000,[0.],0.0,[0.]
802,[-6.11605786e-18],10000,[-0.],0.0,[0.]
803,[-1.00086236e-16],10000,[-0.],0.0,[0.]
804,[-5.68534207e-17],10000,[-0.],0.0,[0.]
805,[8.02050147e-17],10000,[0.],0.0,[0.]
806,[-6.69247857e-17],10000,[-0.],0.0,[0.]
807,[-5.47652202e-17],10000,[-0.],0.0,[0.]
808,[-9.73272895e-18],10000,[-0.],0.0,[0.]
809,[-3.96193644e-17],10000,[-0.],0.0,[0.]
810,[-7.12033573e-17],10000,[-0.],0.0,[0.]
811,[1.07138841e-16],10000,[0.],0.0,[0.]
812,[1.25209425e-16],10000,[0.],0.0,[0.]
813,[2.20710917e-18],10000,[0.],0.0,[0.]
814,[3.04051406e-17],10000,[0.],0.0,[0.]
815,[-5.8563367e-17],10000,[-0.],0.0,[0.]
816,[-3.32480769e-17],10000,[-0.],0.0,[0.]
817,[-4.79575947e-17],10000,[-0.],0.0,[0.]
818,[-3.08169763e-17],10000,[-0.],0.0,[0.]
819,[-5.36980095e-18],10000,[-0.],0.0,[0.]
820,[-3.96738618e-17],10000,[-0.],0.0,[0.]
821,[-5.15496334e-17],10000,[-0.],0.0,[0.]
822,[-1.34642213e-17],10000,[-0.],0.0,[0.]
823,[-5.79604116e-17],10000,[-0.],0.0,[0.]
824,[-1.8553024e-16],10000,[-0.],0.0,[0.]
825,[1.1818023e-17],10000,[0.],0.0,[0.]
826,[7.0597123e-18],10000,[0.],0.0,[0.]
827,[-5.26172492e-17],10000,[-0.],0.0,[0.]
828,[1.49794806e-17],10000,[0.],0.0,[0.]
829,[1.90272836e-17],10000,[0.],0.0,[0.]
830,[-7.65273954e-17],10000,[-0.],0.0,[0.]
831,[1.14061879e-16],10000,[0.],0.0,[0.]
832,[6.96878876e-17],10000,[0.],0.0,[0.]
833,[-6.78881231e-17],10000,[-0.],0.0,[0.]
834,[1.51867218e-16],10000,[0.],0.0,[0.]
835,[1.38208387e-17],10000,[0.],0.0,[0.]
836,[-4.59098458e-17],10000,[-0.],0.0,[0.]
837,[2.35463874e-18],10000,[0.],0.0,[0.]
838,[-4.76279412e-17],10000,[-0.],0.0,[0.]
839,[-9.66008487e-17],10000,[-0.],0.0,[0.]
840,[-1.34365755e-16],10000,[-0.],0.0,[0.]
841,[-1.19900704e-16],10000,[-0.],0.0,[0.]
842,[-7.73527761e-17],10000,[-0.],0.0,[0.]
843,[7.84445427e-18],10000,[0.],0.0,[0.]
844,[-1.24661828e-16],10000,[-0.],0.0,[0.]
845,[9.17685896e-17],10000,[0.],0.0,[0.]
846,[-1.76235459e-17],10000,[-0.],0.0,[0.]
847,[1.88095272e-16],10000,[0.],0.0,[0.]
848,[3.38642324e-17],10000,[0.],0.0,[0.]
849,[-8.6804126e-17],10000,[-0.],0.0,[0.]
850,[6.26060057e-18],10000,[0.],0.0,[0.]
851,[-8.91721359e-17],10000,[-0.],0.0,[0.]
852,[-7.18647531e-18],10000,[-0.],0.0,[0.]
853,[-1.17652853e-16],10000,[-0.],0.0,[0.]
854,[3.74798842e-17],10000,[0.],0.0,[0.]
855,[4.53710416e-17],10000,[0.],0.0,[0.]
856,[-1.95586698e-17],10000,[-0.],0.0,[0.]
857,[2.92097899e-17],10000,[0.],0.0,[0.]
858,[-1.05847337e-16],10000,[-0.],0.0,[0.]
859,[1.52007356e-16],10000,[0.],0.0,[0.]
860,[-2.61772004e-17],10000,[-0.],0.0,[0.]
861,[9.32820815e-17],10000,[0.],0.0,[0.]
862,[1.51828316e-17],10000,[0.],0.0,[0.]
863,[-6.42921206e-17],10000,[-0.],0.0,[0.]
864,[1.18387004e-16],10000,[0.],0.0,[0.]
865,[-6.13121993e-17],10000,[-0.],0.0,[0.]
866,[1.45143704e-17],10000,[0.],0.0,[0.]
867,[2.25381257e-17],10000,[0.],0.0,[0.]
868,[3.39034082e-17],10000,[0.],0.0,[0.]
869,[-5.37190392e-17],10000,[-0.],0.0,[0.]
870,[7.5356421e-18],10000,[0.],0.0,[0.]
871,[2.92548062e-17],10000,[0.],0.0,[0.]
872,[-6.60836439e-17],10000,[-0.],0.0,[0.]
873,[-5.99824139e-17],10000,[-0.],0.0,[0.]
874,[-6.12717892e-17],10000,[-0.],0.0,[0.]
875,[-3.36211097e-18],10000,[-0.],0.0,[0.]
876,[-4.89484375e-17],10000,[-0.],0.0,[0.]
877,[-3.31271196e-17],10000,[-0.],0.0,[0.]
878,[1.39046296e-16],10000,[0.],0.0,[0.]
879,[-3.0855639e-17],10000,[-0.],0.0,[0.]
880,[4.07599036e-17],10000,[0.],0.0,[0.]
881,[-9.6064087e-17],10000,[-0.],0.0,[0.]
882,[9.19645804e-17],10000,[0.],0.0,[0.]
883,[-5.78559869e-17],10000,[-0.],0.0,[0.]
884,[8.24056452e-17],10000,[0.],0.0,[0.]
885,[2.5969719e-17],10000,[0.],0.0,[0.]
886,[-6.44540332e-17],10000,[-0.],0.0,[0.]
887,[7.10576514e-17],10000,[0.],0.0,[0.]
888,[-4.25834047e-17],10000,[-0.],0.0,[0.]
889,[3.98561159e-17],10000,[0.],0.0,[0.]
890,[-8.4844026e-17],10000,[-0.],0.0,[0.]
891,[-4.32208501e-18],10000,[-0.],0.0,[0.]
892,[-4.77140075e-17],10000,[-0.],0.0,[0.]
893,[5.51123086e-17],10000,[0.],0.0,[0.]
894,[-3.49139147e-17],10000,[-0.],0.0,[0.]
895,[-1.12653737e-17],10000,[-0.],0.0,[0.]
896,[-2.86887231e-17],10000,[-0.],0.0,[0.]
897,[9.74235359e-18],10000,[0.],0.0,[0.]
898,[-1.6886931e-16],10000,[-0.],0.0,[0.]
899,[-4.47474549e-17],10000,[-0.],0.0,[0.]
900,[-7.61995821e-17],10000,[-0.],0.0,[0.]
901,[-4.70374192e-17],10000,[-0.],0.0,[0.]
902,[3.82714162e-17],10000,[0.],0.0,[0.]
903,[3.01736355e-17],10000,[0.],0.0,[0.]
904,[6.54371933e-18],10000,[0.],0.0,[0.]
905,[1.21951972e-17],10000,[0.],0.0,[0.]
906,[4.9417268e-17],10000,[0.],0.0,[0.]
907,[-6.63235149e-17],10000,[-0.],0.0,[0.]
908,[1.24605872e-17],10000,[0.],0.0,[0.]
909,[-6.1859448e-17],10000,[-0.],0.0,[0.]
910,[-1.76933147e-17],10000,[-0.],0.0,[0.]
911,[-1.03558798e-16],10000,[-0.],0.0,[0.]
912,[-6.69406826e-17],10000,[-0.],0.0,[0.]
913,[2.81714403e-17],10000,[0.],0.0,[0.]
914,[3.89698534e-17],10000,[0.],0.0,[0.]
915,[7.58906218e-17],10000,[0.],0.0,[0.]
916,[-4.10905085e-17],10000,[-0.],0.0,[0.]
917,[-4.6194732e-17],10000,[-0.],0.0,[0.]
918,[-1.15245051e-16],10000,[-0.],0.0,[0.]
919,[1.78322449e-20],10000,[0.],0.0,[0.]
920,[-3.59964515e-17],10000,[-0.],0.0,[0.]
921,[3.28969401e-17],10000,[0.],0.0,[0.]
922,[-4.20505334e-17],10000,[-0.],0.0,[0.]
923,[-4.39117966e-17],10000,[-0.],0.0,[0.]
924,[-8.62413639e-17],10000,[-0.],0.0,[0.]
925,[-1.48062236e-16],10000,[-0.],0.0,[0.]
926,[-4.70857897e-18],10000,[-0.],0.0,[0.]
927,[-8.97323286e-17],10000,[-0.],0.0,[0.]
928,[7.54554415e-17],10000,[0.],0.0,[0.]
929,[5.17969144e-17],10000,[0.],0.0,[0.]
930,[-2.73573252e-17],10000,[-0.],0.0,[0.]
931,[-4.57528755e-17],10000,[-0.],0.0,[0.]
932,[-1.14319074e-16],10000,[-0.],0.0,[0.]
933,[-9.73643271e-17],10000,[-0.],0.0,[0.]
934,[-4.15596592e-17],10000,[-0.],0.0,[0.]
935,[-6.98330205e-17],10000,[-0.],0.0,[0.]
936,[-6.27343711e-17],10000,[-0.],0.0,[0.]
937,[-6.77361867e-17],10000,[-0.],0.0,[0.]
938,[-1.29885098e-17],10000,[-0.],0.0,[0.]
939,[-7.2883621e-17],10000,[-0.],0.0,[0.]
940,[-1.34368276e-16],10000,[-0.],0.0,[0.]
941,[-5.5161677e-17],10000,[-0.],0.0,[0.]
942,[-2.87439141e-17],10000,[-0.],0.0,[0.]
943,[-1.50892675e-16],10000,[-0.],0.0,[0.]
944,[-2.93344155e-17],10000,[-0.],0.0,[0.]
945,[1.02504022e-18],10000,[0.],0.0,[0.]
946,[8.3774593e-17],10000,[0.],0.0,[0.]
947,[-2.4163301e-17],10000,[-0.],0.0,[0.]
948,[-1.49025048e-16],10000,[-0.],0.0,[0.]
949,[5.92728544e-17],10000,[0.],0.0,[0.]
950,[-3.41603473e-17],10000,[-0.],0.0,[0.]
951,[1.08739272e-16],10000,[0.],0.0,[0.]
952,[-1.17587151e-16],10000,[-0.],0.0,[0.]
953,[1.34675192e-18],10000,[0.],0.0,[0.]
954,[4.94383546e-17],10000,[0.],0.0,[0.]
955,[-1.93510068e-17],10000,[-0.],0.0,[0.]
956,[-7.81994301e-17],10000,[-0.],0.0,[0.]
957,[1.71151421e-17],10000,[0.],0.0,[0.]
958,[-5.89287903e-17],10000,[-0.],0.0,[0.]
959,[-1.72799129e-18],10000,[-0.],0.0,[0.]
960,[1.06449435e-17],10000,[0.],0.0,[0.]
961,[-1.22429655e-16],10000,[-0.],0.0,[0.]
962,[6.12645364e-17],10000,[0.],0.0,[0.]
963,[-2.44684453e-17],10000,[-0.],0.0,[0.]
964,[6.64935173e-17],10000,[0.],0.0,[0.]
965,[1.21176488e-17],10000,[0.],0.0,[0.]
966,[8.25384012e-17],10000,[0.],0.0,[0.]
967,[-1.61788853e-17],10000,[-0.],0.0,[0.]
968,[-6.40074369e-17],10000,[-0.],0.0,[0.]
969,[-8.91751003e-18],10000,[-0.],0.0,[0.]
970,[-1.56347558e-17],10000,[-0.],0.0,[0.]
971,[9.56387373e-17],10000,[0.],0.0,[0.]
972,[3.07944031e-18],10000,[0.],0.0,[0.]
973,[-1.05220467e-16],10000,[-0.],0.0,[0.]
974,[-5.70256832e-17],10000,[-0.],0.0,[0.]
975,[5.78602456e-18],10000,[0.],0.0,[0.]
976,[-1.09815961e-16],10000,[-0.],0.0,[0.]
977,[-9.43789923e-17],10000,[-0.],0.0,[0.]
978,[5.37845659e-17],10000,[0.],0.0,[0.]
979,[-1.06313017e-17],10000,[-0.],0.0,[0.]
980,[1.20391223e-17],10000,[0.],0.0,[0.]
981,[-9.05746699e-17],10000,[-0.],0.0,[0.]
982,[1.18651501e-17],10000,[0.],0.0,[0.]
983,[1.9694138e-17],10000,[0.],0.0,[0.]
